"","id","activity"
"319",1,2
"320",1,2
"321",1,2
"322",1,2
"323",1,2
"324",1,2
"325",1,2
"326",1,2
"327",1,2
"328",1,2
"329",1,2
"330",1,2
"331",1,3
"332",1,3
"333",1,3
"334",1,3
"335",1,3
"336",1,3
"337",1,3
"338",1,3
"339",1,3
"340",1,3
"341",1,3
"342",1,3
"343",1,3
"344",1,3
"345",1,3
"346",1,3
"347",1,3
"348",2,5
"349",2,5
"350",2,5
"351",2,5
"352",2,5
"353",2,5
"354",2,5
"355",2,5
"356",2,5
"357",2,5
"358",2,5
"359",2,5
"360",2,5
"361",2,5
"362",2,5
"363",2,5
"364",2,5
"365",2,5
"366",2,5
"367",2,5
"368",2,5
"369",2,5
"370",2,5
"371",2,5
"372",2,5
"373",2,5
"374",2,5
"375",2,5
"376",2,5
"377",2,5
"378",2,5
"379",2,4
"380",2,4
"381",2,4
"382",2,4
"383",2,4
"384",2,4
"385",2,4
"386",2,4
"387",2,4
"388",2,4
"389",2,4
"390",2,4
"391",2,4
"392",2,4
"393",2,4
"394",2,4
"395",2,4
"396",2,4
"397",2,4
"398",2,4
"399",2,4
"400",2,4
"401",2,4
"402",2,4
"403",2,6
"404",2,6
"405",2,6
"406",2,6
"407",2,6
"408",2,6
"409",2,6
"410",2,6
"411",2,6
"412",2,6
"413",2,6
"414",2,6
"415",2,6
"416",2,6
"417",2,6
"418",2,6
"419",2,6
"420",2,6
"421",2,6
"422",2,6
"423",2,6
"424",2,6
"425",2,6
"426",2,6
"427",2,1
"428",2,1
"429",2,1
"430",2,1
"431",2,1
"432",2,1
"433",2,1
"434",2,1
"435",2,1
"436",2,1
"437",2,1
"438",2,1
"439",2,1
"440",2,1
"441",2,1
"442",2,1
"443",2,1
"444",2,1
"445",2,1
"446",2,1
"447",2,1
"448",2,1
"449",2,1
"450",2,1
"451",2,1
"452",2,1
"453",2,1
"454",2,1
"455",2,1
"456",2,1
"457",2,3
"458",2,3
"459",2,3
"460",2,3
"461",2,3
"462",2,3
"463",2,3
"464",2,3
"465",2,3
"466",2,3
"467",2,3
"468",2,3
"469",2,3
"470",2,3
"471",2,3
"472",2,3
"473",2,3
"474",2,3
"475",2,3
"476",2,3
"477",2,3
"478",2,3
"479",2,3
"480",2,3
"481",2,2
"482",2,2
"483",2,2
"484",2,2
"485",2,2
"486",2,2
"487",2,2
"488",2,2
"489",2,2
"490",2,2
"491",2,2
"492",2,2
"493",2,2
"494",2,2
"495",2,2
"496",2,2
"497",2,2
"498",2,2
"499",2,2
"500",2,2
"501",2,2
"502",2,2
"503",2,2
"504",2,2
"505",2,2
"506",2,5
"507",2,5
"508",2,5
"509",2,5
"510",2,5
"511",2,5
"512",2,5
"513",2,5
"514",2,5
"515",2,5
"516",2,5
"517",2,5
"518",2,5
"519",2,5
"520",2,5
"521",2,5
"522",2,5
"523",2,5
"524",2,5
"525",2,5
"526",2,5
"527",2,5
"528",2,5
"529",2,4
"530",2,4
"531",2,4
"532",2,4
"533",2,4
"534",2,4
"535",2,4
"536",2,4
"537",2,4
"538",2,4
"539",2,4
"540",2,4
"541",2,4
"542",2,4
"543",2,4
"544",2,4
"545",2,4
"546",2,4
"547",2,4
"548",2,4
"549",2,4
"550",2,4
"551",2,6
"552",2,6
"553",2,6
"554",2,6
"555",2,6
"556",2,6
"557",2,6
"558",2,6
"559",2,6
"560",2,6
"561",2,6
"562",2,6
"563",2,6
"564",2,6
"565",2,6
"566",2,6
"567",2,6
"568",2,6
"569",2,6
"570",2,6
"571",2,6
"572",2,6
"573",2,6
"574",2,6
"575",2,1
"576",2,1
"577",2,1
"578",2,1
"579",2,1
"580",2,1
"581",2,1
"582",2,1
"583",2,1
"584",2,1
"585",2,1
"586",2,1
"587",2,1
"588",2,1
"589",2,1
"590",2,1
"591",2,1
"592",2,1
"593",2,1
"594",2,1
"595",2,1
"596",2,1
"597",2,1
"598",2,1
"599",2,1
"600",2,1
"601",2,1
"602",2,1
"603",2,1
"604",2,3
"605",2,3
"606",2,3
"607",2,3
"608",2,3
"609",2,3
"610",2,3
"611",2,3
"612",2,3
"613",2,3
"614",2,3
"615",2,3
"616",2,3
"617",2,3
"618",2,3
"619",2,3
"620",2,3
"621",2,3
"622",2,3
"623",2,3
"624",2,3
"625",2,3
"626",2,3
"627",2,2
"628",2,2
"629",2,2
"630",2,2
"631",2,2
"632",2,2
"633",2,2
"634",2,2
"635",2,2
"636",2,2
"637",2,2
"638",2,2
"639",2,2
"640",2,2
"641",2,2
"642",2,2
"643",2,2
"644",2,2
"645",2,2
"646",2,2
"647",2,2
"648",2,2
"649",2,2
"650",3,5
"651",3,5
"652",3,5
"653",3,5
"654",3,5
"655",3,5
"656",3,5
"657",3,5
"658",3,5
"659",3,5
"660",3,5
"661",3,5
"662",3,5
"663",3,5
"664",3,5
"665",3,5
"666",3,5
"667",3,5
"668",3,5
"669",3,5
"670",3,5
"671",3,5
"672",3,5
"673",3,5
"674",3,5
"675",3,5
"676",3,5
"677",3,5
"678",3,5
"679",3,5
"680",3,5
"681",3,4
"682",3,4
"683",3,4
"684",3,4
"685",3,4
"686",3,4
"687",3,4
"688",3,4
"689",3,4
"690",3,4
"691",3,4
"692",3,4
"693",3,4
"694",3,4
"695",3,4
"696",3,4
"697",3,4
"698",3,4
"699",3,4
"700",3,4
"701",3,4
"702",3,4
"703",3,4
"704",3,4
"705",3,4
"706",3,4
"707",3,6
"708",3,6
"709",3,6
"710",3,6
"711",3,6
"712",3,6
"713",3,6
"714",3,6
"715",3,6
"716",3,6
"717",3,6
"718",3,6
"719",3,6
"720",3,6
"721",3,6
"722",3,6
"723",3,6
"724",3,6
"725",3,6
"726",3,6
"727",3,6
"728",3,6
"729",3,6
"730",3,6
"731",3,6
"732",3,6
"733",3,6
"734",3,6
"735",3,6
"736",3,6
"737",3,1
"738",3,1
"739",3,1
"740",3,1
"741",3,1
"742",3,1
"743",3,1
"744",3,1
"745",3,1
"746",3,1
"747",3,1
"748",3,1
"749",3,1
"750",3,1
"751",3,1
"752",3,1
"753",3,1
"754",3,1
"755",3,1
"756",3,1
"757",3,1
"758",3,1
"759",3,1
"760",3,1
"761",3,1
"762",3,1
"763",3,1
"764",3,1
"765",3,1
"766",3,1
"767",3,1
"768",3,3
"769",3,3
"770",3,3
"771",3,3
"772",3,3
"773",3,3
"774",3,3
"775",3,3
"776",3,3
"777",3,3
"778",3,3
"779",3,3
"780",3,3
"781",3,3
"782",3,3
"783",3,3
"784",3,3
"785",3,3
"786",3,3
"787",3,3
"788",3,3
"789",3,3
"790",3,3
"791",3,2
"792",3,2
"793",3,2
"794",3,2
"795",3,2
"796",3,2
"797",3,2
"798",3,2
"799",3,2
"800",3,2
"801",3,2
"802",3,2
"803",3,2
"804",3,2
"805",3,2
"806",3,2
"807",3,2
"808",3,2
"809",3,2
"810",3,2
"811",3,2
"812",3,2
"813",3,2
"814",3,2
"815",3,2
"816",3,2
"817",3,2
"818",3,2
"819",3,2
"820",3,2
"821",3,2
"822",3,2
"823",3,2
"824",3,2
"825",3,5
"826",3,5
"827",3,5
"828",3,5
"829",3,5
"830",3,5
"831",3,5
"832",3,5
"833",3,5
"834",3,5
"835",3,5
"836",3,5
"837",3,5
"838",3,5
"839",3,5
"840",3,5
"841",3,5
"842",3,5
"843",3,5
"844",3,5
"845",3,5
"846",3,5
"847",3,5
"848",3,5
"849",3,5
"850",3,5
"851",3,5
"852",3,5
"853",3,5
"854",3,5
"855",3,4
"856",3,4
"857",3,4
"858",3,4
"859",3,4
"860",3,4
"861",3,4
"862",3,4
"863",3,4
"864",3,4
"865",3,4
"866",3,4
"867",3,4
"868",3,4
"869",3,4
"870",3,4
"871",3,4
"872",3,4
"873",3,4
"874",3,4
"875",3,4
"876",3,4
"877",3,4
"878",3,4
"879",3,4
"880",3,4
"881",3,6
"882",3,6
"883",3,6
"884",3,6
"885",3,6
"886",3,6
"887",3,6
"888",3,6
"889",3,6
"890",3,6
"891",3,6
"892",3,6
"893",3,6
"894",3,6
"895",3,6
"896",3,6
"897",3,6
"898",3,6
"899",3,6
"900",3,6
"901",3,6
"902",3,6
"903",3,6
"904",3,6
"905",3,6
"906",3,6
"907",3,6
"908",3,6
"909",3,6
"910",3,6
"911",3,6
"912",3,6
"913",3,1
"914",3,1
"915",3,1
"916",3,1
"917",3,1
"918",3,1
"919",3,1
"920",3,1
"921",3,1
"922",3,1
"923",3,1
"924",3,1
"925",3,1
"926",3,1
"927",3,1
"928",3,1
"929",3,1
"930",3,1
"931",3,1
"932",3,1
"933",3,1
"934",3,1
"935",3,1
"936",3,1
"937",3,1
"938",3,1
"939",3,1
"940",3,3
"941",3,3
"942",3,3
"943",3,3
"944",3,3
"945",3,3
"946",3,3
"947",3,3
"948",3,3
"949",3,3
"950",3,3
"951",3,3
"952",3,3
"953",3,3
"954",3,3
"955",3,3
"956",3,3
"957",3,3
"958",3,3
"959",3,3
"960",3,3
"961",3,3
"962",3,3
"963",3,3
"964",3,3
"965",3,3
"966",3,2
"967",3,2
"968",3,2
"969",3,2
"970",3,2
"971",3,2
"972",3,2
"973",3,2
"974",3,2
"975",3,2
"976",3,2
"977",3,2
"978",3,2
"979",3,2
"980",3,2
"981",3,2
"982",3,2
"983",3,2
"984",3,2
"985",3,2
"986",3,2
"987",3,2
"988",3,2
"989",3,2
"990",3,2
"991",4,5
"992",4,5
"993",4,5
"994",4,5
"995",4,5
"996",4,5
"997",4,5
"998",4,5
"999",4,5
"1000",4,5
"1001",4,5
"1002",4,5
"1003",4,5
"1004",4,5
"1005",4,5
"1006",4,5
"1007",4,5
"1008",4,5
"1009",4,5
"1010",4,5
"1011",4,5
"1012",4,5
"1013",4,5
"1014",4,5
"1015",4,5
"1016",4,5
"1017",4,5
"1018",4,5
"1019",4,4
"1020",4,4
"1021",4,4
"1022",4,4
"1023",4,4
"1024",4,4
"1025",4,4
"1026",4,4
"1027",4,4
"1028",4,4
"1029",4,4
"1030",4,4
"1031",4,4
"1032",4,4
"1033",4,4
"1034",4,4
"1035",4,4
"1036",4,4
"1037",4,4
"1038",4,4
"1039",4,4
"1040",4,4
"1041",4,4
"1042",4,4
"1043",4,6
"1044",4,6
"1045",4,6
"1046",4,6
"1047",4,6
"1048",4,6
"1049",4,6
"1050",4,6
"1051",4,6
"1052",4,6
"1053",4,6
"1054",4,6
"1055",4,6
"1056",4,6
"1057",4,6
"1058",4,6
"1059",4,6
"1060",4,6
"1061",4,6
"1062",4,6
"1063",4,6
"1064",4,6
"1065",4,6
"1066",4,6
"1067",4,6
"1068",4,6
"1069",4,6
"1070",4,6
"1071",4,6
"1072",4,6
"1073",4,1
"1074",4,1
"1075",4,1
"1076",4,1
"1077",4,1
"1078",4,1
"1079",4,1
"1080",4,1
"1081",4,1
"1082",4,1
"1083",4,1
"1084",4,1
"1085",4,1
"1086",4,1
"1087",4,1
"1088",4,1
"1089",4,1
"1090",4,1
"1091",4,1
"1092",4,1
"1093",4,1
"1094",4,1
"1095",4,1
"1096",4,1
"1097",4,1
"1098",4,1
"1099",4,1
"1100",4,1
"1101",4,1
"1102",4,1
"1103",4,1
"1104",4,3
"1105",4,3
"1106",4,3
"1107",4,3
"1108",4,3
"1109",4,3
"1110",4,3
"1111",4,3
"1112",4,3
"1113",4,3
"1114",4,3
"1115",4,3
"1116",4,3
"1117",4,3
"1118",4,3
"1119",4,3
"1120",4,3
"1121",4,3
"1122",4,3
"1123",4,3
"1124",4,3
"1125",4,3
"1126",4,3
"1127",4,2
"1128",4,2
"1129",4,2
"1130",4,2
"1131",4,2
"1132",4,2
"1133",4,2
"1134",4,2
"1135",4,2
"1136",4,2
"1137",4,2
"1138",4,2
"1139",4,2
"1140",4,2
"1141",4,2
"1142",4,2
"1143",4,2
"1144",4,2
"1145",4,2
"1146",4,2
"1147",4,2
"1148",4,2
"1149",4,2
"1150",4,2
"1151",4,2
"1152",4,2
"1153",4,2
"1154",4,2
"1155",4,5
"1156",4,5
"1157",4,5
"1158",4,5
"1159",4,5
"1160",4,5
"1161",4,5
"1162",4,5
"1163",4,5
"1164",4,5
"1165",4,5
"1166",4,5
"1167",4,5
"1168",4,5
"1169",4,5
"1170",4,5
"1171",4,5
"1172",4,5
"1173",4,5
"1174",4,5
"1175",4,5
"1176",4,5
"1177",4,5
"1178",4,5
"1179",4,5
"1180",4,5
"1181",4,5
"1182",4,5
"1183",4,4
"1184",4,4
"1185",4,4
"1186",4,4
"1187",4,4
"1188",4,4
"1189",4,4
"1190",4,4
"1191",4,4
"1192",4,4
"1193",4,4
"1194",4,4
"1195",4,4
"1196",4,4
"1197",4,4
"1198",4,4
"1199",4,4
"1200",4,4
"1201",4,4
"1202",4,4
"1203",4,4
"1204",4,4
"1205",4,4
"1206",4,4
"1207",4,4
"1208",4,4
"1209",4,6
"1210",4,6
"1211",4,6
"1212",4,6
"1213",4,6
"1214",4,6
"1215",4,6
"1216",4,6
"1217",4,6
"1218",4,6
"1219",4,6
"1220",4,6
"1221",4,6
"1222",4,6
"1223",4,6
"1224",4,6
"1225",4,6
"1226",4,6
"1227",4,6
"1228",4,6
"1229",4,6
"1230",4,6
"1231",4,6
"1232",4,6
"1233",4,1
"1234",4,1
"1235",4,1
"1236",4,1
"1237",4,1
"1238",4,1
"1239",4,1
"1240",4,1
"1241",4,1
"1242",4,1
"1243",4,1
"1244",4,1
"1245",4,1
"1246",4,1
"1247",4,1
"1248",4,1
"1249",4,1
"1250",4,1
"1251",4,1
"1252",4,1
"1253",4,1
"1254",4,1
"1255",4,1
"1256",4,1
"1257",4,1
"1258",4,1
"1259",4,1
"1260",4,1
"1261",4,1
"1262",4,3
"1263",4,3
"1264",4,3
"1265",4,3
"1266",4,3
"1267",4,3
"1268",4,3
"1269",4,3
"1270",4,3
"1271",4,3
"1272",4,3
"1273",4,3
"1274",4,3
"1275",4,3
"1276",4,3
"1277",4,3
"1278",4,3
"1279",4,3
"1280",4,3
"1281",4,3
"1282",4,3
"1283",4,3
"1284",4,2
"1285",4,2
"1286",4,2
"1287",4,2
"1288",4,2
"1289",4,2
"1290",4,2
"1291",4,2
"1292",4,2
"1293",4,2
"1294",4,2
"1295",4,2
"1296",4,2
"1297",4,2
"1298",4,2
"1299",4,2
"1300",4,2
"1301",4,2
"1302",4,2
"1303",4,2
"1304",4,2
"1305",4,2
"1306",4,2
"1307",4,2
"1308",5,5
"1309",5,5
"1310",5,5
"1311",5,5
"1312",5,5
"1313",5,5
"1314",5,5
"1315",5,5
"1316",5,5
"1317",5,5
"1318",5,5
"1319",5,5
"1320",5,5
"1321",5,5
"1322",5,5
"1323",5,5
"1324",5,5
"1325",5,5
"1326",5,5
"1327",5,5
"1328",5,5
"1329",5,5
"1330",5,5
"1331",5,5
"1332",5,5
"1333",5,5
"1334",5,5
"1335",5,5
"1336",5,4
"1337",5,4
"1338",5,4
"1339",5,4
"1340",5,4
"1341",5,4
"1342",5,4
"1343",5,4
"1344",5,4
"1345",5,4
"1346",5,4
"1347",5,4
"1348",5,4
"1349",5,4
"1350",5,4
"1351",5,4
"1352",5,4
"1353",5,4
"1354",5,4
"1355",5,4
"1356",5,4
"1357",5,4
"1358",5,4
"1359",5,6
"1360",5,6
"1361",5,6
"1362",5,6
"1363",5,6
"1364",5,6
"1365",5,6
"1366",5,6
"1367",5,6
"1368",5,6
"1369",5,6
"1370",5,6
"1371",5,6
"1372",5,6
"1373",5,6
"1374",5,6
"1375",5,6
"1376",5,6
"1377",5,6
"1378",5,6
"1379",5,6
"1380",5,6
"1381",5,6
"1382",5,6
"1383",5,6
"1384",5,6
"1385",5,6
"1386",5,6
"1387",5,1
"1388",5,1
"1389",5,1
"1390",5,1
"1391",5,1
"1392",5,1
"1393",5,1
"1394",5,1
"1395",5,1
"1396",5,1
"1397",5,1
"1398",5,1
"1399",5,1
"1400",5,1
"1401",5,1
"1402",5,1
"1403",5,1
"1404",5,1
"1405",5,1
"1406",5,1
"1407",5,1
"1408",5,1
"1409",5,1
"1410",5,1
"1411",5,1
"1412",5,1
"1413",5,1
"1414",5,1
"1415",5,1
"1416",5,1
"1417",5,3
"1418",5,3
"1419",5,3
"1420",5,3
"1421",5,3
"1422",5,3
"1423",5,3
"1424",5,3
"1425",5,3
"1426",5,3
"1427",5,3
"1428",5,3
"1429",5,3
"1430",5,3
"1431",5,3
"1432",5,3
"1433",5,3
"1434",5,3
"1435",5,3
"1436",5,3
"1437",5,3
"1438",5,3
"1439",5,3
"1440",5,3
"1441",5,3
"1442",5,2
"1443",5,2
"1444",5,2
"1445",5,2
"1446",5,2
"1447",5,2
"1448",5,2
"1449",5,2
"1450",5,2
"1451",5,2
"1452",5,2
"1453",5,2
"1454",5,2
"1455",5,2
"1456",5,2
"1457",5,2
"1458",5,2
"1459",5,2
"1460",5,2
"1461",5,2
"1462",5,2
"1463",5,2
"1464",5,2
"1465",5,2
"1466",5,2
"1467",5,5
"1468",5,5
"1469",5,5
"1470",5,5
"1471",5,5
"1472",5,5
"1473",5,5
"1474",5,5
"1475",5,5
"1476",5,5
"1477",5,5
"1478",5,5
"1479",5,5
"1480",5,5
"1481",5,5
"1482",5,5
"1483",5,5
"1484",5,5
"1485",5,5
"1486",5,5
"1487",5,5
"1488",5,5
"1489",5,5
"1490",5,5
"1491",5,5
"1492",5,5
"1493",5,5
"1494",5,5
"1495",5,4
"1496",5,4
"1497",5,4
"1498",5,4
"1499",5,4
"1500",5,4
"1501",5,4
"1502",5,4
"1503",5,4
"1504",5,4
"1505",5,4
"1506",5,4
"1507",5,4
"1508",5,4
"1509",5,4
"1510",5,4
"1511",5,4
"1512",5,4
"1513",5,4
"1514",5,4
"1515",5,4
"1516",5,6
"1517",5,6
"1518",5,6
"1519",5,6
"1520",5,6
"1521",5,6
"1522",5,6
"1523",5,6
"1524",5,6
"1525",5,6
"1526",5,6
"1527",5,6
"1528",5,6
"1529",5,6
"1530",5,6
"1531",5,6
"1532",5,6
"1533",5,6
"1534",5,6
"1535",5,6
"1536",5,6
"1537",5,6
"1538",5,6
"1539",5,6
"1540",5,1
"1541",5,1
"1542",5,1
"1543",5,1
"1544",5,1
"1545",5,1
"1546",5,1
"1547",5,1
"1548",5,1
"1549",5,1
"1550",5,1
"1551",5,1
"1552",5,1
"1553",5,1
"1554",5,1
"1555",5,1
"1556",5,1
"1557",5,1
"1558",5,1
"1559",5,1
"1560",5,1
"1561",5,1
"1562",5,1
"1563",5,1
"1564",5,1
"1565",5,1
"1566",5,3
"1567",5,3
"1568",5,3
"1569",5,3
"1570",5,3
"1571",5,3
"1572",5,3
"1573",5,3
"1574",5,3
"1575",5,3
"1576",5,3
"1577",5,3
"1578",5,3
"1579",5,3
"1580",5,3
"1581",5,3
"1582",5,3
"1583",5,3
"1584",5,3
"1585",5,3
"1586",5,3
"1587",5,3
"1588",5,2
"1589",5,2
"1590",5,2
"1591",5,2
"1592",5,2
"1593",5,2
"1594",5,2
"1595",5,2
"1596",5,2
"1597",5,2
"1598",5,2
"1599",5,2
"1600",5,2
"1601",5,2
"1602",5,2
"1603",5,2
"1604",5,2
"1605",5,2
"1606",5,2
"1607",5,2
"1608",5,2
"1609",5,2
"1610",6,5
"1611",6,5
"1612",6,5
"1613",6,5
"1614",6,5
"1615",6,5
"1616",6,5
"1617",6,5
"1618",6,5
"1619",6,5
"1620",6,5
"1621",6,5
"1622",6,5
"1623",6,5
"1624",6,5
"1625",6,5
"1626",6,5
"1627",6,5
"1628",6,5
"1629",6,5
"1630",6,5
"1631",6,5
"1632",6,5
"1633",6,5
"1634",6,5
"1635",6,5
"1636",6,5
"1637",6,5
"1638",6,5
"1639",6,5
"1640",6,4
"1641",6,4
"1642",6,4
"1643",6,4
"1644",6,4
"1645",6,4
"1646",6,4
"1647",6,4
"1648",6,4
"1649",6,4
"1650",6,4
"1651",6,4
"1652",6,4
"1653",6,4
"1654",6,4
"1655",6,4
"1656",6,4
"1657",6,4
"1658",6,4
"1659",6,4
"1660",6,4
"1661",6,4
"1662",6,4
"1663",6,4
"1664",6,4
"1665",6,4
"1666",6,4
"1667",6,4
"1668",6,4
"1669",6,6
"1670",6,6
"1671",6,6
"1672",6,6
"1673",6,6
"1674",6,6
"1675",6,6
"1676",6,6
"1677",6,6
"1678",6,6
"1679",6,6
"1680",6,6
"1681",6,6
"1682",6,6
"1683",6,6
"1684",6,6
"1685",6,6
"1686",6,6
"1687",6,6
"1688",6,6
"1689",6,6
"1690",6,6
"1691",6,6
"1692",6,6
"1693",6,6
"1694",6,6
"1695",6,6
"1696",6,6
"1697",6,1
"1698",6,1
"1699",6,1
"1700",6,1
"1701",6,1
"1702",6,1
"1703",6,1
"1704",6,1
"1705",6,1
"1706",6,1
"1707",6,1
"1708",6,1
"1709",6,1
"1710",6,1
"1711",6,1
"1712",6,1
"1713",6,1
"1714",6,1
"1715",6,1
"1716",6,1
"1717",6,1
"1718",6,1
"1719",6,1
"1720",6,1
"1721",6,1
"1722",6,1
"1723",6,1
"1724",6,1
"1725",6,1
"1726",6,3
"1727",6,3
"1728",6,3
"1729",6,3
"1730",6,3
"1731",6,3
"1732",6,3
"1733",6,3
"1734",6,3
"1735",6,3
"1736",6,3
"1737",6,3
"1738",6,3
"1739",6,3
"1740",6,3
"1741",6,3
"1742",6,3
"1743",6,3
"1744",6,3
"1745",6,3
"1746",6,3
"1747",6,3
"1748",6,3
"1749",6,3
"1750",6,2
"1751",6,2
"1752",6,2
"1753",6,2
"1754",6,2
"1755",6,2
"1756",6,2
"1757",6,2
"1758",6,2
"1759",6,2
"1760",6,2
"1761",6,2
"1762",6,2
"1763",6,2
"1764",6,2
"1765",6,2
"1766",6,2
"1767",6,2
"1768",6,2
"1769",6,2
"1770",6,2
"1771",6,2
"1772",6,2
"1773",6,2
"1774",6,2
"1775",6,2
"1776",6,5
"1777",6,5
"1778",6,5
"1779",6,5
"1780",6,5
"1781",6,5
"1782",6,5
"1783",6,5
"1784",6,5
"1785",6,5
"1786",6,5
"1787",6,5
"1788",6,5
"1789",6,5
"1790",6,5
"1791",6,5
"1792",6,5
"1793",6,5
"1794",6,5
"1795",6,5
"1796",6,5
"1797",6,5
"1798",6,5
"1799",6,5
"1800",6,5
"1801",6,5
"1802",6,5
"1803",6,4
"1804",6,4
"1805",6,4
"1806",6,4
"1807",6,4
"1808",6,4
"1809",6,4
"1810",6,4
"1811",6,4
"1812",6,4
"1813",6,4
"1814",6,4
"1815",6,4
"1816",6,4
"1817",6,4
"1818",6,4
"1819",6,4
"1820",6,4
"1821",6,4
"1822",6,4
"1823",6,4
"1824",6,4
"1825",6,4
"1826",6,4
"1827",6,4
"1828",6,4
"1829",6,6
"1830",6,6
"1831",6,6
"1832",6,6
"1833",6,6
"1834",6,6
"1835",6,6
"1836",6,6
"1837",6,6
"1838",6,6
"1839",6,6
"1840",6,6
"1841",6,6
"1842",6,6
"1843",6,6
"1844",6,6
"1845",6,6
"1846",6,6
"1847",6,6
"1848",6,6
"1849",6,6
"1850",6,6
"1851",6,6
"1852",6,6
"1853",6,6
"1854",6,6
"1855",6,6
"1856",6,6
"1857",6,6
"1858",6,1
"1859",6,1
"1860",6,1
"1861",6,1
"1862",6,1
"1863",6,1
"1864",6,1
"1865",6,1
"1866",6,1
"1867",6,1
"1868",6,1
"1869",6,1
"1870",6,1
"1871",6,1
"1872",6,1
